,PX OPEN,PX HIGH,PX LOW,PX LAST,VOLUME
1998-09-22,1023.89,1033.89,1021.96,1029.63,572581500.0
1998-09-23,1029.63,1066.09,1029.63,1066.09,770049300.0
1998-09-24,1066.09,1066.11,1033.04,1042.72,704800400.0
1998-09-25,1042.72,1051.89,1028.49,1044.75,644770500.0
1998-09-28,1044.75,1061.46,1042.23,1048.69,593485200.0
1998-09-29,1048.69,1056.31,1039.95,1049.02,673782900.0
1998-09-30,1049.02,1049.02,1015.73,1017.01,689084700.0
1998-10-01,1017.01,1017.01,981.29,986.39,844289100.0
1998-10-02,986.39,1005.45,971.69,1002.6,897384400.0
1998-10-05,1002.6,1002.6,964.72,988.56,849035400.0
1998-10-06,988.56,1008.77,974.81,984.59,795872900.0
1998-10-07,984.59,995.66,957.15,970.68,904383300.0
1998-10-08,970.68,970.68,923.32,959.44,1155653600.0
1998-10-09,959.44,984.42,953.04,984.39,820480500.0
1998-10-12,984.39,1010.71,984.39,997.71,640356400.0
1998-10-13,997.71,1000.78,987.55,994.8,689664300.0
1998-10-14,994.8,1014.42,987.8,1005.53,762617100.0
1998-10-15,1005.53,1053.09,1000.12,1047.49,849305500.0
1998-10-16,1047.49,1062.65,1047.49,1056.42,973511600.0
1998-10-19,1056.42,1065.21,1054.23,1062.39,692857100.0
1998-10-20,1062.39,1084.06,1060.61,1063.93,885971200.0
1998-10-21,1063.93,1073.61,1058.08,1069.92,723637600.0
1998-10-22,1069.92,1080.43,1061.47,1078.48,630313700.0
1998-10-23,1078.48,1078.48,1067.43,1070.67,548371200.0
1998-10-26,1070.67,1081.23,1068.17,1072.32,549810000.0
1998-10-27,1072.32,1087.08,1063.06,1065.34,678314900.0
1998-10-28,1065.34,1072.79,1059.65,1068.09,583344500.0
1998-10-29,1068.09,1086.11,1065.95,1085.93,640600900.0
1998-10-30,1085.93,1103.78,1085.93,1098.67,662884700.0
1998-11-02,1098.67,1114.44,1098.67,1111.6,610803500.0
1998-11-03,1111.6,1115.02,1106.42,1110.84,590475300.0
1998-11-04,1110.84,1127.18,1110.59,1118.67,751525000.0
1998-11-05,1118.67,1133.88,1109.55,1133.85,668184700.0
1998-11-06,1133.85,1141.3,1131.18,1141.01,579457800.0
1998-11-09,1141.01,1141.01,1123.17,1130.2,526413900.0
1998-11-10,1130.2,1135.37,1122.8,1128.26,601771500.0
1998-11-11,1128.26,1136.25,1117.4,1120.97,607047900.0
1998-11-12,1120.97,1126.57,1115.55,1117.69,594752200.0
1998-11-13,1117.69,1126.34,1116.76,1125.72,547759600.0
1998-11-16,1125.72,1138.72,1125.72,1135.87,536597100.0
1998-11-17,1135.87,1151.71,1129.67,1139.32,644818000.0
1998-11-18,1139.32,1144.52,1133.07,1144.48,584063800.0
1998-11-19,1144.48,1155.1,1144.42,1152.61,573069500.0
1998-11-20,1152.61,1163.55,1152.61,1163.55,594664200.0
1998-11-23,1163.55,1188.21,1163.55,1188.21,660891400.0
1998-11-24,1188.21,1191.3,1181.81,1182.99,656443700.0
1998-11-25,1182.99,1187.16,1179.37,1186.87,488532500.0
1998-11-27,1186.87,1192.97,1186.83,1192.33,220234100.0
1998-11-30,1192.33,1192.72,1163.63,1163.63,601137100.0
1998-12-01,1163.63,1175.89,1150.31,1175.28,708149200.0
1998-12-02,1175.28,1175.28,1157.76,1171.25,674959700.0
1998-12-03,1171.25,1177.03,1149.6,1150.14,699213400.0
1998-12-04,1150.14,1176.74,1150.14,1176.74,609950200.0
1998-12-07,1176.74,1189.01,1176.71,1187.7,554624600.0
1998-12-08,1187.7,1193.53,1172.78,1181.38,649295700.0
1998-12-09,1181.38,1185.22,1175.89,1183.49,553407200.0
1998-12-10,1183.49,1183.77,1163.75,1165.02,612383200.0
1998-12-11,1165.02,1167.89,1153.19,1166.46,578260500.0
1998-12-14,1166.46,1166.46,1136.89,1141.2,600031900.0
1998-12-15,1141.2,1162.83,1141.2,1162.83,630792500.0
1998-12-16,1162.83,1166.29,1154.69,1161.94,583555900.0
1998-12-17,1161.94,1180.03,1161.94,1179.98,584628600.0
1998-12-18,1179.98,1188.89,1178.27,1188.03,743879500.0
1998-12-21,1188.03,1210.75,1188.03,1202.84,629312200.0
1998-12-22,1202.84,1209.22,1192.81,1203.57,573994900.0
1998-12-23,1203.57,1229.89,1203.57,1228.54,560987700.0
1998-12-24,1228.54,1229.72,1224.85,1226.27,187510500.0
1998-12-28,1226.27,1231.52,1221.17,1225.49,387040400.0
1998-12-29,1225.49,1241.86,1220.78,1241.81,446957300.0
1998-12-30,1241.81,1244.93,1231.2,1231.93,447531500.0
1998-12-31,1231.93,1237.18,1224.96,1229.23,527525400.0
1999-01-04,1229.23,1248.81,1219.1,1228.1,798234200.0
1999-01-05,1228.1,1246.11,1228.1,1244.78,717160800.0
1999-01-06,1244.78,1272.5,1244.78,1272.34,898155300.0
1999-01-07,1272.34,1272.34,1257.68,1269.73,775521500.0
1999-01-08,1269.73,1278.05,1261.85,1275.09,836284900.0
1999-01-11,1275.09,1276.22,1253.43,1263.88,735649900.0
1999-01-12,1263.88,1264.45,1238.25,1239.51,710640800.0
1999-01-13,1239.51,1247.66,1206.59,1234.4,888977500.0
1999-01-14,1234.4,1236.81,1209.48,1212.19,741836400.0
1999-01-15,1212.19,1243.27,1212.19,1243.26,705192700.0
1999-01-19,1243.26,1253.27,1234.91,1252.0,723021500.0
1999-01-20,1252.0,1274.08,1251.1,1256.62,856376900.0
1999-01-21,1256.62,1256.94,1232.19,1235.16,835980400.0
1999-01-22,1235.16,1236.53,1218.0,1225.19,724590100.0
1999-01-25,1225.19,1233.98,1219.46,1233.98,649268000.0
1999-01-26,1233.98,1253.27,1233.98,1252.31,763284600.0
1999-01-27,1252.31,1262.62,1242.82,1243.17,774195000.0
1999-01-28,1243.17,1266.32,1243.17,1265.37,707335100.0
1999-01-29,1265.37,1280.4,1255.2,1279.64,763370600.0
1999-02-01,1279.64,1283.64,1271.29,1273.0,712895900.0
1999-02-02,1273.0,1273.34,1247.62,1261.99,747496500.0
1999-02-03,1261.99,1276.08,1255.27,1272.07,760631300.0
1999-02-04,1272.07,1272.16,1248.37,1248.49,780601200.0
1999-02-05,1248.49,1251.84,1232.33,1239.4,798837100.0
1999-02-08,1239.4,1246.71,1231.94,1243.77,663607300.0
1999-02-09,1243.77,1244.06,1215.58,1216.14,662423100.0
1999-02-10,1216.14,1226.78,1211.89,1223.55,674135600.0
1999-02-11,1223.55,1254.05,1223.36,1254.04,706702300.0
1999-02-12,1254.04,1254.04,1225.53,1230.13,670040200.0
1999-02-16,1230.13,1252.27,1230.13,1241.87,622352900.0
1999-02-17,1241.87,1249.29,1220.94,1224.03,781226700.0
1999-02-18,1224.03,1239.07,1220.53,1237.28,684373400.0
1999-02-19,1237.28,1247.94,1232.03,1239.22,620587600.0
1999-02-22,1239.22,1272.22,1239.22,1272.14,665629300.0
1999-02-23,1272.14,1280.43,1263.35,1271.18,697653900.0
1999-02-24,1271.18,1283.91,1251.97,1253.41,682048000.0
1999-02-25,1253.41,1253.41,1225.01,1245.02,737303400.0
1999-02-26,1245.02,1246.54,1226.25,1238.33,767175400.0
1999-03-01,1238.33,1238.6,1222.02,1236.16,647401600.0
1999-03-02,1236.16,1248.31,1221.87,1225.5,718695800.0
1999-03-03,1225.5,1231.69,1216.03,1227.7,764646300.0
1999-03-04,1227.7,1247.91,1227.7,1246.64,761087200.0
1999-03-05,1246.64,1275.68,1246.64,1275.47,725924100.0
1999-03-08,1275.47,1282.73,1271.61,1282.73,687170500.0
1999-03-09,1282.73,1293.74,1274.76,1279.84,770693300.0
1999-03-10,1279.84,1287.03,1275.17,1286.84,712731400.0
1999-03-11,1286.84,1306.41,1286.84,1297.68,781004600.0
1999-03-12,1297.68,1304.58,1289.2,1294.59,816461900.0
1999-03-15,1294.59,1307.54,1291.03,1307.26,640920200.0
1999-03-16,1307.26,1311.11,1302.29,1306.38,655456500.0
1999-03-17,1306.38,1306.77,1292.61,1297.82,633719000.0
1999-03-18,1297.82,1317.41,1294.74,1316.55,685835000.0
1999-03-19,1316.55,1323.88,1298.98,1299.29,843746500.0
1999-03-22,1299.29,1303.89,1294.22,1297.01,599163200.0
1999-03-23,1297.01,1297.01,1257.5,1262.14,764435900.0
1999-03-24,1262.14,1269.02,1256.52,1268.59,713598100.0
1999-03-25,1268.59,1290.01,1268.59,1289.99,705875000.0
1999-03-26,1289.99,1289.99,1277.29,1282.8,605909300.0
1999-03-29,1282.8,1311.8,1282.8,1310.17,669518700.0
1999-03-30,1310.17,1310.8,1295.53,1300.75,665357500.0
1999-03-31,1300.75,1313.53,1285.75,1286.37,740368400.0
1999-04-01,1286.37,1294.44,1282.55,1293.72,613230900.0
1999-04-05,1293.72,1321.12,1293.72,1321.12,649256700.0
1999-04-06,1321.12,1326.76,1311.07,1317.89,776553300.0
1999-04-07,1317.89,1329.65,1312.56,1326.89,859142100.0
1999-04-08,1326.89,1344.08,1321.61,1343.98,786149200.0
1999-04-09,1343.98,1351.18,1335.23,1348.35,620618700.0
1999-04-12,1348.35,1358.69,1333.07,1358.64,777463300.0
1999-04-13,1358.64,1362.38,1344.03,1349.82,724628200.0
1999-04-14,1349.82,1357.08,1326.41,1328.44,860249300.0
1999-04-15,1328.44,1333.6,1308.38,1322.86,1009413200.0
1999-04-16,1322.86,1325.12,1311.1,1319.0,823592700.0
1999-04-19,1319.0,1340.02,1284.59,1289.48,1079646000.0
1999-04-20,1289.48,1306.25,1288.28,1306.17,949786900.0
1999-04-21,1306.17,1336.12,1301.83,1336.12,832725200.0
1999-04-22,1336.12,1358.96,1336.12,1358.82,861133400.0
1999-04-23,1358.83,1363.7,1348.47,1356.85,757004400.0
1999-04-26,1356.85,1363.58,1353.76,1360.04,668755300.0
1999-04-27,1360.04,1371.67,1356.61,1362.8,812392800.0
1999-04-28,1362.8,1368.76,1348.38,1350.91,780532800.0
1999-04-29,1350.91,1356.86,1336.71,1342.83,853934300.0
1999-04-30,1342.83,1351.83,1314.59,1335.18,815475100.0
1999-05-03,1335.18,1354.63,1329.83,1354.63,701953100.0
1999-05-04,1354.63,1354.63,1330.59,1332.0,801811000.0
1999-05-05,1332.0,1347.32,1317.41,1347.31,833527500.0
1999-05-06,1347.31,1348.35,1322.56,1332.05,812441200.0
1999-05-07,1332.05,1345.99,1332.05,1345.0,706867600.0
1999-05-10,1345.0,1352.01,1334.0,1340.3,667319800.0
1999-05-11,1340.3,1360.03,1340.3,1355.61,720249300.0
1999-05-12,1355.61,1366.95,1332.95,1364.0,741464000.0
1999-05-13,1364.0,1375.98,1364.0,1367.56,737167600.0
1999-05-14,1367.56,1367.56,1332.71,1337.8,741703000.0
1999-05-17,1337.8,1339.95,1321.18,1339.49,625731700.0
1999-05-18,1339.49,1345.46,1323.37,1333.32,695124900.0
1999-05-19,1333.32,1344.23,1328.27,1344.23,743034000.0
1999-05-20,1344.23,1350.5,1338.83,1338.83,686171400.0
1999-05-21,1338.83,1340.9,1326.24,1330.29,640459200.0
1999-05-24,1330.29,1332.96,1303.46,1306.65,678594800.0
1999-05-25,1306.65,1317.48,1284.38,1284.4,779080600.0
1999-05-26,1284.4,1304.83,1278.53,1304.76,844386100.0
1999-05-27,1304.76,1304.76,1277.31,1281.41,747204100.0
1999-05-28,1281.4,1303.94,1281.4,1301.84,563138100.0
1999-06-01,1301.84,1301.84,1281.49,1294.26,628061000.0
1999-06-02,1294.26,1297.07,1277.51,1294.81,673098800.0
1999-06-03,1294.81,1304.12,1294.23,1299.54,622806400.0
1999-06-04,1299.54,1327.75,1299.54,1327.75,637400100.0
1999-06-07,1327.75,1336.43,1325.89,1334.52,592915800.0
1999-06-08,1334.52,1334.52,1312.93,1317.33,591495200.0
1999-06-09,1317.33,1325.95,1314.73,1318.64,591286800.0
1999-06-10,1318.64,1318.64,1293.08,1302.82,655377100.0
1999-06-11,1302.82,1311.91,1287.92,1293.64,629272900.0
1999-06-14,1293.64,1301.93,1292.2,1294.0,582705400.0
1999-06-15,1294.0,1310.75,1294.0,1301.16,609507000.0
1999-06-16,1301.16,1332.83,1301.16,1330.41,817539000.0
1999-06-17,1330.41,1343.54,1322.78,1339.9,674920300.0
1999-06-18,1339.9,1344.55,1333.48,1342.84,884016700.0
1999-06-21,1342.84,1349.11,1337.68,1349.0,632373500.0
1999-06-22,1349.0,1351.12,1335.58,1335.88,659313100.0
1999-06-23,1335.87,1335.87,1324.32,1333.06,628486200.0
1999-06-24,1333.06,1333.06,1308.5,1315.78,638732200.0
1999-06-25,1315.78,1329.07,1312.64,1315.31,526320500.0
1999-06-28,1315.31,1333.68,1315.31,1331.35,568748000.0
1999-06-29,1331.35,1351.51,1328.4,1351.45,720004600.0
1999-06-30,1351.45,1372.93,1338.8,1372.71,958130000.0
1999-07-01,1372.71,1382.8,1360.76,1380.96,751029100.0
1999-07-02,1380.96,1391.22,1379.5,1391.22,532661600.0
1999-07-06,1391.22,1405.32,1387.14,1388.12,676088800.0
1999-07-07,1388.12,1395.86,1384.99,1395.86,707936700.0
1999-07-08,1395.86,1403.13,1386.67,1394.42,763093700.0
1999-07-09,1394.42,1403.28,1394.42,1403.28,626433600.0
1999-07-12,1403.28,1407.04,1394.7,1399.1,607726600.0
1999-07-13,1399.1,1399.1,1386.84,1393.56,628257900.0
1999-07-14,1393.56,1400.1,1386.54,1398.17,673410900.0
1999-07-15,1398.17,1409.72,1398.17,1409.62,703528200.0
1999-07-16,1409.62,1418.82,1406.99,1418.78,682847600.0
1999-07-19,1418.78,1420.14,1404.6,1407.65,587928100.0
1999-07-20,1407.65,1407.65,1375.18,1377.1,737767900.0
1999-07-21,1377.1,1386.59,1372.64,1379.29,680431900.0
1999-07-22,1379.29,1379.29,1354.02,1360.97,740442500.0
1999-07-23,1360.97,1367.48,1349.91,1356.94,576957500.0
1999-07-26,1356.94,1358.57,1346.11,1347.76,554054000.0
1999-07-27,1347.75,1368.77,1347.75,1362.84,667752200.0
1999-07-28,1362.84,1370.53,1355.54,1365.4,617532900.0
1999-07-29,1365.4,1365.4,1332.82,1341.03,692674700.0
1999-07-30,1341.03,1350.92,1328.49,1328.72,633565300.0
1999-08-02,1328.72,1344.73,1325.18,1328.05,584153000.0
1999-08-03,1328.05,1336.06,1314.94,1322.18,700868000.0
1999-08-04,1322.18,1330.09,1304.54,1305.33,708265600.0
1999-08-05,1305.33,1313.71,1287.3,1313.71,791593800.0
1999-08-06,1313.71,1316.75,1293.18,1300.29,632099900.0
1999-08-09,1300.29,1306.71,1295.93,1297.8,638962800.0
1999-08-10,1297.8,1298.78,1267.73,1281.43,794182400.0
1999-08-11,1281.43,1301.93,1281.43,1301.93,742577100.0
1999-08-12,1301.93,1313.61,1298.06,1298.16,701810600.0
1999-08-13,1298.16,1327.71,1298.16,1327.68,663834800.0
1999-08-16,1327.68,1331.1,1320.79,1330.77,544109700.0
1999-08-17,1330.77,1344.16,1328.76,1344.16,655399000.0
1999-08-18,1344.16,1344.16,1332.07,1332.84,712853304.0
1999-08-19,1332.84,1332.84,1315.37,1323.59,638989900.0
1999-08-20,1323.59,1336.61,1323.59,1336.61,611497300.0
1999-08-23,1336.61,1360.24,1336.61,1360.22,667375700.0
1999-08-24,1360.22,1373.32,1353.74,1363.5,732692500.0
1999-08-25,1363.5,1382.75,1359.18,1381.79,821921900.0
1999-08-26,1381.79,1381.79,1361.62,1362.01,722614300.0
1999-08-27,1362.01,1365.63,1347.35,1348.27,538618100.0
1999-08-30,1348.27,1350.58,1322.77,1324.02,537490900.0
1999-08-31,1324.02,1333.28,1306.91,1320.41,828152270.0
1999-09-01,1320.41,1331.18,1320.31,1331.07,676616500.0
1999-09-02,1331.07,1331.07,1304.8,1319.11,676532200.0
1999-09-03,1319.11,1357.75,1319.11,1357.24,700261600.0
1999-09-07,1357.24,1361.39,1349.59,1350.45,681748000.0
1999-09-08,1350.45,1355.2,1337.36,1344.15,743943700.0
1999-09-09,1344.15,1347.66,1333.91,1347.66,732176600.0
1999-09-10,1347.66,1357.62,1346.2,1351.66,772364800.0
1999-09-13,1351.66,1351.66,1341.7,1344.13,634257100.0
1999-09-14,1344.13,1344.13,1330.6,1336.29,704975000.0
1999-09-15,1336.29,1347.41,1317.97,1317.97,813217400.0
1999-09-16,1317.97,1322.51,1299.95,1318.48,720611200.0
1999-09-17,1318.48,1337.54,1318.48,1335.42,860665700.0
1999-09-20,1335.42,1338.55,1330.62,1335.53,542873400.0
1999-09-21,1335.52,1335.52,1302.06,1307.58,774479100.0
1999-09-22,1307.58,1316.2,1297.81,1310.51,786291000.0
1999-09-23,1310.51,1315.31,1277.3,1280.41,877745000.0
1999-09-24,1280.41,1281.21,1263.79,1277.36,907034800.0
1999-09-27,1277.36,1295.07,1277.36,1283.31,737438300.0
1999-09-28,1283.31,1285.39,1256.29,1282.2,829134700.0
1999-09-29,1282.2,1289.16,1268.16,1268.37,759517400.0
1999-09-30,1268.37,1291.32,1268.37,1282.71,907174900.0
1999-10-01,1282.71,1283.19,1265.86,1282.81,839606000.0
1999-10-04,1282.81,1304.6,1282.81,1304.6,751531100.0
1999-10-05,1304.6,1316.43,1286.44,1301.35,954614000.0
1999-10-06,1301.35,1325.46,1301.35,1325.4,846852600.0
1999-10-07,1325.4,1328.03,1314.13,1317.64,772012500.0
1999-10-08,1317.64,1336.57,1311.72,1336.02,828651400.0
1999-10-11,1336.02,1339.23,1332.96,1335.21,567285600.0
1999-10-12,1335.21,1335.77,1311.8,1313.04,731784000.0
1999-10-13,1313.04,1313.04,1282.8,1285.55,798952000.0
1999-10-14,1285.55,1289.59,1267.75,1283.42,868017200.0
1999-10-15,1283.42,1283.42,1245.39,1247.41,919333800.0
1999-10-18,1247.41,1254.13,1233.66,1254.13,844485700.0
1999-10-19,1254.13,1279.3,1254.13,1261.32,962034500.0
1999-10-20,1261.32,1289.44,1261.32,1289.43,879206700.0
1999-10-21,1289.43,1289.43,1265.61,1283.61,964083000.0
1999-10-22,1283.61,1308.89,1283.61,1301.65,886374300.0
1999-10-25,1301.65,1301.83,1286.08,1293.63,716104000.0
1999-10-26,1293.63,1303.44,1281.86,1281.91,796095600.0
1999-10-27,1281.91,1299.39,1280.48,1296.71,842923700.0
1999-10-28,1296.71,1342.47,1296.71,1342.44,1059101000.0
1999-10-29,1342.44,1373.22,1342.44,1362.93,1064381600.0
1999-11-01,1362.93,1367.37,1353.92,1354.12,784249400.0
1999-11-02,1354.12,1369.44,1346.49,1347.74,830477600.0
1999-11-03,1347.74,1360.44,1347.74,1354.93,824930500.0
1999-11-04,1354.93,1369.4,1354.93,1362.64,897212600.0
1999-11-05,1362.64,1387.49,1362.64,1370.23,941296200.0
1999-11-08,1370.23,1380.78,1363.73,1377.01,863130600.0
1999-11-09,1377.01,1383.81,1361.45,1365.28,834400400.0
1999-11-10,1365.28,1379.26,1360.19,1373.46,872378800.0
1999-11-11,1373.46,1382.12,1372.2,1381.46,828215200.0
1999-11-12,1381.46,1396.12,1367.97,1396.06,862803300.0
1999-11-15,1396.06,1398.59,1392.17,1394.39,719661700.0
1999-11-16,1394.39,1420.36,1394.39,1420.07,863198500.0
1999-11-17,1420.07,1423.55,1410.69,1410.71,903651600.0
1999-11-18,1410.71,1425.27,1410.71,1424.94,948791300.0
1999-11-19,1424.94,1424.94,1417.61,1422.0,833910600.0
1999-11-22,1422.0,1425.15,1412.3,1420.94,807465900.0
1999-11-23,1420.94,1424.1,1402.2,1404.64,851172300.0
1999-11-24,1404.64,1419.71,1399.17,1417.08,724486900.0
1999-11-26,1417.08,1425.24,1416.14,1416.62,297829400.0
1999-11-29,1416.62,1416.62,1404.15,1407.83,833297600.0
1999-11-30,1407.83,1410.59,1386.95,1388.91,904369900.0
1999-12-01,1388.91,1400.12,1387.38,1397.72,876658800.0
1999-12-02,1397.72,1409.04,1397.72,1409.04,846647900.0
1999-12-03,1409.04,1447.42,1409.04,1433.3,982128600.0
1999-12-06,1433.3,1434.15,1418.25,1423.33,832316200.0
1999-12-07,1423.33,1426.81,1409.17,1409.17,995967700.0
1999-12-08,1409.17,1415.66,1403.88,1403.88,890739300.0
1999-12-09,1403.88,1418.46,1391.5,1408.11,1072875800.0
1999-12-10,1408.11,1421.58,1405.65,1417.04,913844500.0
1999-12-13,1417.04,1421.58,1410.1,1415.22,875443400.0
1999-12-14,1415.22,1418.3,1401.59,1403.17,1009819800.0
1999-12-15,1403.17,1417.34,1395.93,1413.32,1083996100.0
1999-12-16,1413.32,1422.94,1408.35,1418.78,1027372800.0
1999-12-17,1418.78,1431.77,1418.78,1421.03,1380170500.0
1999-12-20,1421.03,1429.16,1411.1,1418.09,846601900.0
1999-12-21,1418.09,1436.47,1414.8,1433.43,920052000.0
1999-12-22,1433.43,1440.02,1429.05,1436.13,810036200.0
1999-12-23,1436.13,1461.44,1436.13,1458.34,689228000.0
1999-12-27,1458.34,1463.19,1450.83,1457.1,662610000.0
1999-12-28,1457.09,1462.68,1452.78,1457.66,560170800.0
1999-12-29,1457.66,1466.1,1457.66,1463.46,468591500.0
1999-12-30,1463.46,1473.1,1462.6,1464.47,465108000.0
1999-12-31,1464.47,1472.42,1463.36,1469.25,325748900.0
2000-01-03,1469.25,1478.0,1438.36,1455.22,997918100.0
2000-01-04,1455.22,1455.22,1397.43,1399.42,1072385800.0
2000-01-05,1399.42,1413.27,1377.68,1402.11,1265124300.0
2000-01-06,1402.11,1411.9,1392.02,1403.45,1178617600.0
2000-01-07,1403.45,1441.47,1400.73,1441.47,1283843200.0
2000-01-10,1441.47,1464.36,1441.47,1457.6,1103377100.0
2000-01-11,1457.6,1458.66,1434.42,1438.56,1115788500.0
2000-01-12,1438.56,1442.6,1427.08,1432.25,1083235704.0
2000-01-13,1432.25,1454.2,1432.25,1449.68,1016493300.0
2000-01-14,1449.68,1473.0,1449.68,1465.15,1156615000.0
2000-01-18,1465.15,1465.15,1451.3,1455.14,1062394200.0
2000-01-19,1455.14,1461.39,1448.68,1455.9,1084377500.0
2000-01-20,1455.9,1465.71,1438.54,1445.57,1107100700.0
2000-01-21,1445.57,1453.18,1439.6,1441.36,1210503700.0
2000-01-24,1441.36,1454.09,1395.42,1401.53,1090130200.0
2000-01-25,1401.53,1414.26,1388.49,1410.03,1122595600.0
2000-01-26,1410.03,1412.73,1400.16,1404.09,1130685696.0
2000-01-27,1404.09,1418.86,1380.71,1398.56,1203231000.0
2000-01-28,1398.56,1398.56,1356.2,1360.16,1121161600.0
2000-01-31,1360.16,1394.5,1350.05,1394.46,1069206900.0
2000-02-01,1394.46,1412.49,1384.79,1409.28,1008222600.0
2000-02-02,1409.28,1420.61,1403.49,1409.12,1019686400.0
2000-02-03,1409.12,1425.78,1398.52,1424.97,1098503400.0
2000-02-04,1424.97,1435.91,1420.63,1424.37,1011296200.0
2000-02-07,1424.37,1427.15,1413.33,1424.24,874396100.0
2000-02-08,1424.24,1441.83,1424.24,1441.72,1073263300.0
2000-02-09,1441.72,1444.55,1411.65,1411.7,1029330700.0
2000-02-10,1411.7,1422.1,1406.43,1416.83,1024816700.0
2000-02-11,1416.83,1416.83,1378.89,1387.12,1004499800.0
2000-02-14,1387.12,1394.93,1380.53,1389.94,881354300.0
2000-02-15,1389.94,1407.72,1376.25,1402.05,1067247300.0
2000-02-16,1402.05,1404.55,1385.58,1387.67,978778500.0
2000-02-17,1387.67,1399.88,1380.07,1388.26,1064390800.0
2000-02-18,1388.26,1388.59,1345.32,1346.09,1088748300.0
2000-02-22,1346.09,1358.11,1331.88,1352.17,983904500.0
2000-02-23,1352.17,1370.11,1342.44,1360.69,1056872200.0
2000-02-24,1360.69,1364.8,1329.88,1353.43,1271777500.0
2000-02-25,1353.43,1362.14,1329.15,1333.36,1094643400.0
2000-02-28,1333.36,1360.82,1325.02,1348.05,1122591700.0
2000-02-29,1348.05,1369.63,1348.05,1366.42,1153936300.0
2000-03-01,1366.42,1383.46,1366.42,1379.19,1285072300.0
2000-03-02,1379.19,1386.56,1370.35,1381.76,1244967800.0
2000-03-03,1381.76,1410.88,1381.76,1409.17,1183839900.0
2000-03-06,1409.17,1409.74,1384.75,1391.28,1023066600.0
2000-03-07,1391.28,1399.21,1349.99,1355.62,1282190896.0
2000-03-08,1355.62,1373.79,1346.62,1366.7,1180794000.0
2000-03-09,1366.7,1401.82,1357.59,1401.69,1177993196.0
2000-03-10,1401.69,1413.46,1392.07,1395.07,1197595600.0
2000-03-13,1395.07,1398.39,1364.84,1383.62,1070158204.0
2000-03-14,1383.62,1395.38,1359.15,1359.15,1180388800.0
2000-03-15,1359.15,1397.99,1356.99,1392.15,1378660400.0
2000-03-16,1392.15,1458.47,1392.15,1458.47,1512533900.0
2000-03-17,1458.47,1477.33,1453.27,1464.47,1349633800.0
2000-03-20,1464.47,1470.3,1448.43,1456.63,953998000.0
2000-03-21,1456.63,1493.92,1446.06,1493.87,1104369500.0
2000-03-22,1493.87,1505.08,1487.33,1500.64,1101595100.0
2000-03-23,1500.64,1532.5,1492.39,1527.35,1190043208.0
2000-03-24,1527.35,1552.87,1516.83,1527.46,1116248300.0
2000-03-27,1527.46,1534.63,1518.46,1523.86,941935800.0
2000-03-28,1523.86,1527.36,1507.09,1507.73,988077700.0
2000-03-29,1507.73,1521.45,1497.45,1508.52,1102698300.0
2000-03-30,1508.52,1517.38,1474.63,1487.92,1306085700.0
2000-03-31,1487.92,1519.81,1484.38,1498.58,1220339800.0
2000-04-03,1498.58,1507.19,1486.96,1505.97,1244397596.0
2000-04-04,1505.98,1526.45,1417.22,1494.73,1860764596.0
2000-04-05,1494.73,1506.55,1478.05,1487.37,1183471200.0
2000-04-06,1487.37,1511.76,1487.37,1501.34,1105259300.0
2000-04-07,1501.34,1518.68,1501.34,1516.35,947636400.0
2000-04-10,1516.35,1527.19,1503.35,1504.46,951731000.0
2000-04-11,1504.46,1512.8,1486.78,1500.59,1086275200.0
2000-04-12,1500.59,1509.1,1466.15,1467.17,1404679692.0
2000-04-13,1467.17,1477.52,1439.34,1440.51,1258833796.0
2000-04-14,1440.51,1440.51,1339.4,1356.56,1582142800.0
2000-04-17,1356.56,1401.53,1346.5,1401.44,1503425704.0
2000-04-18,1401.44,1441.61,1397.81,1441.61,1251266204.0
2000-04-19,1441.61,1447.69,1424.26,1427.47,1093029300.0
2000-04-20,1427.47,1435.49,1422.08,1434.54,930063900.0
2000-04-24,1434.54,1434.54,1407.13,1429.86,1134024500.0
2000-04-25,1429.86,1477.67,1429.86,1477.44,1167162214.0
2000-04-26,1477.44,1482.94,1456.98,1460.99,1080577900.0
2000-04-27,1460.99,1469.21,1434.81,1464.92,1115396700.0
2000-04-28,1464.92,1473.62,1448.15,1452.43,1007448700.0
2000-05-01,1452.43,1481.51,1452.43,1468.25,965753400.0
2000-05-02,1468.25,1468.25,1445.22,1446.29,1023392300.0
2000-05-03,1446.29,1446.29,1398.36,1415.1,1126842204.0
2000-05-04,1415.1,1420.99,1404.94,1409.57,946567700.0
2000-05-05,1409.57,1436.03,1405.08,1432.63,842072000.0
2000-05-08,1432.63,1432.63,1417.05,1424.17,839653200.0
2000-05-09,1424.17,1430.28,1401.85,1412.14,969121496.0
2000-05-10,1412.14,1412.14,1375.14,1383.05,1185917804.0
2000-05-11,1383.05,1410.26,1383.05,1407.81,1071318900.0
2000-05-12,1407.81,1430.13,1407.81,1420.96,914773000.0
2000-05-15,1420.96,1452.39,1416.54,1452.36,887415600.0
2000-05-16,1452.36,1470.4,1450.76,1466.04,1021072000.0
2000-05-17,1466.04,1466.04,1441.67,1447.8,881537800.0
2000-05-18,1447.8,1458.04,1436.59,1437.21,894029004.0
2000-05-19,1437.21,1437.21,1401.74,1406.95,1018899400.0
2000-05-22,1406.95,1410.55,1368.73,1400.72,1076721400.0
